LAST,FIRST,STATE,PHONE,ID,EMAIL,GRADYEAR,YRSSINCEGRAD,GPA,PROGRAM,STUDIEDABROAD,STUDIEDIN,NEWSLETTER
Peters,Bette,Pennsylvania,(215) 555-5194,176594,bpeters@alumni.rouxacademy.com,2006,6,3.91,Photography,NO,n/a,YES
Mcknight,Arnoldo,California,(650) 555-3465,741391,amcknight@alumni.rouxacademy.com,2006,6,3.93,Fine Art and Visual Culture,NO,n/a,YES
Fitzpatrick,Maureen,New York,(716) 555-9820,442425,mfitzpatrick@alumni.rouxacademy.com,2000,12,2.13,Fashion and Textile Design,NO,n/a,NO
Lindsey,Dianne,Massachusetts,(617) 555-7325,75557,dlindsey@alumni.rouxacademy.com,2006,6,2.77,Animation,YES,Brazil,NO
Mendoza,Sung,Ohio,(234) 555-6234,72939,smendoza@alumni.rouxacademy.com,2005,7,2.2,Animation,NO,n/a,NO
Golden,Houston,New York,(929) 555-9919,76921,hgolden@alumni.rouxacademy.com,2005,7,2.5,Graphic Design,NO,n/a,NO
Marshall,Bettie,Utah,(385) 555-5910,344586,bmarshall@alumni.rouxacademy.com,2004,8,2.93,Graphic Design,NO,n/a,YES
Dejesus,Tennie,Massachusetts,(978) 555-0833,820495,tdejesus@alumni.rouxacademy.com,2009,3,2.47,Fine Art and Visual Culture,NO,n/a,NO
Wynn,Sabra,Illinois,(309) 555-4123,304681,swynn@alumni.rouxacademy.com,2002,10,3.8,Graphic Design,NO,n/a,NO
Guzman,Justa,California,(626) 555-2024,411339,jguzman@alumni.rouxacademy.com,2006,6,3.17,Photography,NO,n/a,NO
David,Melba,Ohio,(614) 555-7871,879020,mdavid@alumni.rouxacademy.com,2005,7,2.55,Graphic Design,NO,n/a,NO
Benjamin,Lauretta,Louisiana,(225) 555-2999,401909,lbenjamin@alumni.rouxacademy.com,2009,3,2.05,Fashion and Textile Design,NO,n/a,YES
Martin,Maye,Minnesota,(651) 555-5659,43685,mmartin@alumni.rouxacademy.com,2009,3,3.72,Fine Art and Visual Culture,NO,n/a,YES
Key,Chang,Wisconsin,(414) 555-9033,101260,ckey@alumni.rouxacademy.com,2006,6,3.45,Graphic Design,NO,n/a,NO
Henry,Clelia,Nevada,(775) 555-0314,59225,chenry@alumni.rouxacademy.com,2004,8,2.28,Graphic Design,YES,Greece,YES
Dale,Teressa,Texas,(682) 555-3427,922839,tdale2@alumni.rouxacademy.com,2005,7,2.99,Animation,YES,India,NO
Hubbard,Lupe,Illinois,(224) 555-6840,469342,lhubbard@alumni.rouxacademy.com,2010,2,3.05,Fashion and Textile Design,NO,n/a,NO
Barrera,Cristopher,Connecticut,(203) 555-2083,833739,cbarrera@alumni.rouxacademy.com,2005,7,2.33,Animation,NO,n/a,NO
Pitts,Kelly,New Jersey,(201) 555-2072,801807,kpitts@alumni.rouxacademy.com,2006,6,3.31,Fine Art and Visual Culture,NO,n/a,NO
Gray,Reggie,Texas,(512) 555-5268,678906,rgray@alumni.rouxacademy.com,2010,2,2.35,Fine Art and Visual Culture,NO,n/a,NO
Fischer,Tori,Washington,(425) 555-5711,698622,tfischer@alumni.rouxacademy.com,2001,11,2.35,Fashion and Textile Design,YES,Sweden,YES
Goodwin,Maxwell,Iowa,(641) 555-8952,980146,mgoodwin@alumni.rouxacademy.com,2010,2,2.08,Fashion and Textile Design,NO,n/a,NO
Myers,Lorrine,Missouri,(816) 555-1741,7188,lmyers@alumni.rouxacademy.com,2008,4,2.65,Photography,NO,n/a,YES
Fry,Buster,Florida,(786) 555-4858,444439,bfry@alumni.rouxacademy.com,2010,2,3.23,Photography,NO,n/a,NO
Kane,Milagro,California,(818) 555-2047,335882,mkane@alumni.rouxacademy.com,2003,9,2.04,Fine Art and Visual Culture,NO,n/a,NO
Mclean,Gertrudis,Arizona,(602) 555-4624,233305,gmclean@alumni.rouxacademy.com,2003,9,2.09,Animation,NO,n/a,YES
Tanner,Kelley,New York,(929) 555-8824,746255,ktanner@alumni.rouxacademy.com,2011,1,2,Fine Art and Visual Culture,NO,n/a,YES
Cross,Nettie,Michigan,(616) 555-4710,427105,ncross@alumni.rouxacademy.com,2002,10,2.95,Graphic Design,NO,n/a,YES
Aguilar,Alonso,Alabama,(205) 555-5159,273576,aaguilar@alumni.rouxacademy.com,2008,4,2.32,Graphic Design,NO,n/a,NO
Peterson,Cedric,Virginia,(571) 555-6340,834037,cpeterson@alumni.rouxacademy.com,2010,2,2.82,Graphic Design,NO,n/a,YES
Thomas,Adrien,Kansas,(785) 555-9440,955506,athomas@alumni.rouxacademy.com,2010,2,3.75,Fine Art and Visual Culture,YES,Poland,NO
Davenport,Earnest,Pennsylvania,(878) 555-1136,730705,edavenport@alumni.rouxacademy.com,2000,12,2.98,Photography,NO,n/a,YES
Sampson,Shavonda,California,(661) 555-3162,139186,ssampson@alumni.rouxacademy.com,2003,9,3.94,Fashion and Textile Design,NO,n/a,NO
Gilbert,Sigrid,Missouri,(660) 555-9235,591068,sgilbert@alumni.rouxacademy.com,2003,9,2.17,Animation,YES,Finland,YES
Wolfe,Karin,Virginia,(571) 555-4190,128859,kwolfe@alumni.rouxacademy.com,2008,4,3.42,Fine Art and Visual Culture,NO,n/a,YES
Frazier,Alisha,Arizona,(480) 555-0598,986527,afrazier2@alumni.rouxacademy.com,2006,6,3.62,Photography,NO,n/a,NO
Knox,Bret,Florida,(754) 555-9000,705183,bknox@alumni.rouxacademy.com,2004,8,3.44,Graphic Design,NO,n/a,YES
Stanton,Royce,Alabama,(205) 555-5504,913696,rstanton@alumni.rouxacademy.com,2001,11,2.67,Photography,NO,n/a,YES
Chapman,Marcy,New York,(585) 555-9425,195438,mchapman@alumni.rouxacademy.com,2001,11,3.7,Animation,NO,n/a,YES
Dunn,Kimbery,Iowa,(319) 555-7152,704438,kdunn@alumni.rouxacademy.com,2007,5,3.37,Fine Art and Visual Culture,NO,n/a,NO
Dudley,Lynwood,Missouri,(636) 555-5959,75863,ldudley@alumni.rouxacademy.com,2000,12,3.27,Photography,NO,n/a,NO
Duran,Tommie,California,(626) 555-4961,208962,tduran@alumni.rouxacademy.com,2000,12,3.75,Photography,NO,n/a,NO
Meyer,Delia,New Jersey,(201) 555-0363,204047,dmeyer@alumni.rouxacademy.com,2004,8,2.66,Photography,NO,n/a,YES
Brady,Sherwood,Georgia,(478) 555-8385,521763,sbrady@alumni.rouxacademy.com,2008,4,3.17,Photography,YES,Sweden,NO
Hendrix,Demarcus,Indiana,(765) 555-9044,651078,dhendrix@alumni.rouxacademy.com,2005,7,2.91,Graphic Design,NO,n/a,NO
Morrow,Anibal,Illinois,(630) 555-3623,213933,amorrow@alumni.rouxacademy.com,2010,2,2.97,Graphic Design,NO,n/a,YES
Hale,Mariette,Alabama,(256) 555-8961,594344,mhale@alumni.rouxacademy.com,2007,5,2.5,Fine Art and Visual Culture,NO,n/a,NO
Kirk,Francine,California,(714) 555-0739,683249,fkirk@alumni.rouxacademy.com,2000,12,2.15,Animation,NO,n/a,YES
Smith,Gracia,Missouri,(573) 555-0495,722865,gsmith@alumni.rouxacademy.com,2010,2,2.74,Fashion and Textile Design,NO,n/a,YES
Morse,Caryl,Illinois,(773) 555-8958,642707,cmorse@alumni.rouxacademy.com,2006,6,3.62,Graphic Design,NO,n/a,NO
Vinson,Idella,Minnesota,(218) 555-6768,793129,ivinson@alumni.rouxacademy.com,2010,2,2.23,Graphic Design,NO,n/a,YES
Marsh,Annabel,Texas,(361) 555-1542,507456,amarsh@alumni.rouxacademy.com,2010,2,2.08,Graphic Design,NO,n/a,YES
Booker,Verda,Michigan,(269) 555-9884,286257,vbooker@alumni.rouxacademy.com,2005,7,3.28,Fine Art and Visual Culture,NO,n/a,YES
Terry,Karla,Mississippi,(228) 555-7352,769677,kterry@alumni.rouxacademy.com,2005,7,2.44,Graphic Design,NO,n/a,YES
Chaney,Toshiko,Illinois,(630) 555-5947,543278,tchaney@alumni.rouxacademy.com,2011,1,2.76,Animation,NO,n/a,NO
Hooper,Noel,New York,(917) 555-1583,698495,nhooper@alumni.rouxacademy.com,2005,7,2.12,Photography,NO,n/a,YES
Delacruz,Glendora,Texas,(713) 555-4015,896414,gdelacruz@alumni.rouxacademy.com,2006,6,2.47,Photography,NO,n/a,YES
Hyde,Merna,Washington,(206) 555-3572,615545,mhyde@alumni.rouxacademy.com,2006,6,2.43,Graphic Design,NO,n/a,YES
Mercer,Maximo,Texas,(936) 555-8681,610415,mmercer@alumni.rouxacademy.com,2003,9,3.24,Fashion and Textile Design,NO,n/a,NO
Lowe,Brooks,Michigan,(734) 555-8051,800038,blowe@alumni.rouxacademy.com,2006,6,2.87,Photography,NO,n/a,YES
Wynn,Hipolito,Minnesota,(651) 555-2289,81859,hwynn@alumni.rouxacademy.com,2005,7,3.42,Animation,NO,n/a,YES
Tyler,Rueben,New York,(212) 555-3988,501744,rtyler@alumni.rouxacademy.com,2009,3,3.03,Graphic Design,NO,n/a,NO
Harris,Victor,Arizona,(623) 555-0966,433409,vharris@alumni.rouxacademy.com,2009,3,2.52,Graphic Design,NO,n/a,NO
Walsh,Danika,Oregon,(971) 555-4840,397288,dwalsh@alumni.rouxacademy.com,2007,5,2.61,Animation,NO,n/a,YES
Chan,Wai,Massachusetts,(617) 555-4347,592886,wchan@alumni.rouxacademy.com,2001,11,3.56,Graphic Design,NO,n/a,YES
Tate,Otilia,Oklahoma,(539) 555-5883,956533,otate@alumni.rouxacademy.com,2010,2,2.93,Fashion and Textile Design,NO,n/a,YES
Gallagher,Lajuana,Florida,(813) 555-9236,853447,lgallagher@alumni.rouxacademy.com,2005,7,3.86,Graphic Design,NO,n/a,YES
Olson,Melda,Delaware,(302) 555-5420,181574,molson@alumni.rouxacademy.com,2010,2,3.37,Fashion and Textile Design,NO,n/a,NO
Henry,Edmund,Illinois,(309) 555-3407,635342,ehenry@alumni.rouxacademy.com,2002,10,2.99,Graphic Design,NO,n/a,NO
Tyler,Muoi,North Carolina,(828) 555-5793,92611,mtyler@alumni.rouxacademy.com,2006,6,3.51,Animation,NO,n/a,YES
Silva,Takisha,California,(510) 555-4259,497650,tsilva@alumni.rouxacademy.com,2004,8,3.31,Fashion and Textile Design,NO,n/a,NO
Mitchell,Telma,Texas,(432) 555-0006,724532,tmitchell@alumni.rouxacademy.com,2000,12,2.57,Fine Art and Visual Culture,NO,n/a,NO
Hall,Bill,California,(213) 555-6988,575386,bhall@alumni.rouxacademy.com,2005,7,2.58,Fine Art and Visual Culture,YES,Spain,NO
Stanton,Alla,Texas,(817) 555-1764,591201,astanton@alumni.rouxacademy.com,2002,10,2,Graphic Design,NO,n/a,NO
Simon,Ehtel,Colorado,(719) 555-6126,235003,esimon@alumni.rouxacademy.com,2010,2,3.99,Fashion and Textile Design,NO,n/a,NO
Wade,Arnoldo,North Carolina,(828) 555-8763,145340,awade@alumni.rouxacademy.com,2006,6,2.29,Fine Art and Visual Culture,YES,Finland,NO
Rivera,Foster,Illinois,(618) 555-7421,792930,frivera@alumni.rouxacademy.com,2000,12,2.24,Graphic Design,NO,n/a,YES
Henderson,Larae,Kansas,(785) 555-0146,128502,lhenderson@alumni.rouxacademy.com,2010,2,3.95,Fine Art and Visual Culture,NO,n/a,YES
Blake,Risa,Pennsylvania,(412) 555-6787,889136,rblake@alumni.rouxacademy.com,2001,11,2.71,Fine Art and Visual Culture,NO,n/a,YES
Salas,Vicente,Texas,(254) 555-0518,9407,vsalas@alumni.rouxacademy.com,2001,11,2.6,Graphic Design,NO,n/a,YES
Spence,Ivory,California,(619) 555-4251,562239,ispence@alumni.rouxacademy.com,2002,10,2.07,Fine Art and Visual Culture,YES,Greece,NO
Walls,Ivette,Delaware,(302) 555-4031,872566,iwalls@alumni.rouxacademy.com,2001,11,2.1,Fashion and Textile Design,NO,n/a,YES
Santiago,Ora,Maryland,(443) 555-4621,259163,osantiago@alumni.rouxacademy.com,2008,4,3.17,Animation,YES,France,YES
Mcgee,Raquel,California,(925) 555-9728,628404,rmcgee@alumni.rouxacademy.com,2006,6,2.64,Animation,NO,n/a,NO
Phelps,Fred,Missouri,(417) 555-6211,868068,fphelps@alumni.rouxacademy.com,2011,1,3.65,Photography,NO,n/a,YES
Jacobson,Zane,Tennessee,(931) 555-4719,5921,zjacobson@alumni.rouxacademy.com,2003,9,2.25,Fashion and Textile Design,NO,n/a,YES
Burris,Jo,Illinois,(815) 555-9447,281257,jburris@alumni.rouxacademy.com,2009,3,3.81,Animation,NO,n/a,YES
Hardy,Ardelia,Arizona,(928) 555-4159,407007,ahardy@alumni.rouxacademy.com,2010,2,3.38,Fashion and Textile Design,NO,n/a,NO
Combs,Idella,Illinois,(618) 555-6215,490684,icombs@alumni.rouxacademy.com,2004,8,2.63,Fashion and Textile Design,NO,n/a,YES
Diaz,Doris,Arkansas,(870) 555-5917,901607,ddiaz@alumni.rouxacademy.com,2001,11,2.26,Animation,YES,Germany,YES
Melton,Nakesha,South Carolina,(843) 555-0834,601935,nmelton@alumni.rouxacademy.com,2000,12,2.98,Animation,YES,Thailand,YES
Munoz,Hayley,Minnesota,(320) 555-4628,170380,hmunoz@alumni.rouxacademy.com,2006,6,3.74,Animation,YES,Russia,NO
Hayes,Oscar,California,(916) 555-2945,67526,ohayes@alumni.rouxacademy.com,2005,7,3.46,Animation,NO,n/a,YES
Hines,Colby,New York,(315) 555-4291,675854,chines@alumni.rouxacademy.com,2010,2,2.93,Photography,NO,n/a,YES
Howell,Lonny,New Jersey,(908) 555-9287,133234,lhowell@alumni.rouxacademy.com,2010,2,3,Graphic Design,NO,n/a,NO
Pena,Yuri,Massachusetts,(978) 555-8780,197927,ypena@alumni.rouxacademy.com,2008,4,3.32,Fine Art and Visual Culture,NO,n/a,NO
Macias,Ariane,California,(858) 555-2257,455263,amacias@alumni.rouxacademy.com,2010,2,2.39,Photography,NO,n/a,YES
Goodman,Leonarda,Georgia,(404) 555-3939,621766,lgoodman@alumni.rouxacademy.com,2011,1,3.7,Photography,NO,n/a,YES
Phillips,Vallie,Florida,(772) 555-7510,747935,vphillips@alumni.rouxacademy.com,2008,4,2.66,Animation,NO,n/a,NO
Kline,Rayford,Minnesota,(507) 555-0966,792945,rkline@alumni.rouxacademy.com,2009,3,3.69,Graphic Design,NO,n/a,NO
May,Nova,Maryland,(301) 555-6707,466917,nmay@alumni.rouxacademy.com,2000,12,3.8,Animation,NO,n/a,YES
Herring,Tory,California,(909) 555-9525,338076,therring@alumni.rouxacademy.com,2007,5,3.2,Photography,NO,n/a,NO
Joyner,Vinnie,New York,(631) 555-3405,901269,vjoyner@alumni.rouxacademy.com,2005,7,2.94,Fine Art and Visual Culture,NO,n/a,YES
Eaton,Earline,Michigan,(906) 555-8534,840596,eeaton@alumni.rouxacademy.com,2007,5,3.24,Photography,NO,n/a,NO
York,Lekisha,Tennessee,(615) 555-5717,270938,lyork@alumni.rouxacademy.com,2006,6,3.25,Graphic Design,YES,Canada,YES
Kramer,Maryland,New York,(718) 555-1586,717429,mkramer@alumni.rouxacademy.com,2004,8,2.79,Fashion and Textile Design,NO,n/a,YES
Cote,Lawrence,Minnesota,(651) 555-4881,756826,lcote@alumni.rouxacademy.com,2011,1,2.2,Animation,NO,n/a,YES
Mays,Lani,Kansas,(620) 555-8622,83954,lmays@alumni.rouxacademy.com,2007,5,2.95,Photography,YES,Spain,YES
Flowers,Jamel,Kentucky,(606) 555-0245,703471,jflowers@alumni.rouxacademy.com,2009,3,2.17,Animation,NO,n/a,YES
Christensen,Mertie,Tennessee,(731) 555-9147,299447,mchristensen@alumni.rouxacademy.com,2011,1,2.7,Fashion and Textile Design,NO,n/a,NO
Tillman,Rubie,California,(562) 555-3291,618331,rtillman@alumni.rouxacademy.com,2011,1,2.83,Graphic Design,NO,n/a,NO
Wagner,Marcelino,Minnesota,(507) 555-8531,696684,mwagner@alumni.rouxacademy.com,2000,12,3.62,Graphic Design,NO,n/a,YES
Mccoy,Vertie,Rhode Island,(401) 555-1456,209205,vmccoy@alumni.rouxacademy.com,2002,10,3.64,Photography,YES,France,YES
Roth,Fredericka,Florida,(727) 555-9886,112400,froth@alumni.rouxacademy.com,2000,12,2.21,Fine Art and Visual Culture,NO,n/a,YES
Leon,Marci,Florida,(305) 555-2993,218517,mleon@alumni.rouxacademy.com,2002,10,2.76,Photography,NO,n/a,NO
Guzman,Lasonya,Colorado,(303) 555-6778,608879,lguzman@alumni.rouxacademy.com,2005,7,3.83,Graphic Design,NO,n/a,YES
Torres,Carmine,Kentucky,(270) 555-5409,314497,ctorres@alumni.rouxacademy.com,2007,5,2.43,Photography,NO,n/a,YES
Phillips,Reyes,Indiana,(812) 555-7696,598767,rphillips@alumni.rouxacademy.com,2002,10,3.04,Fine Art and Visual Culture,NO,n/a,NO
Parrish,Berniece,New York,(315) 555-8760,931470,bparrish@alumni.rouxacademy.com,2006,6,3.43,Photography,YES,Japan,YES
Hahn,Felicidad,New York,(518) 555-8977,894878,fhahn@alumni.rouxacademy.com,2007,5,3.34,Animation,NO,n/a,YES
Kinney,Chiquita,California,(714) 555-1662,534056,ckinney@alumni.rouxacademy.com,2005,7,3.29,Photography,NO,n/a,NO
Bryan,Courtney,Illinois,(847) 555-0937,934737,cbryan@alumni.rouxacademy.com,2006,6,2.46,Fashion and Textile Design,NO,n/a,NO
Leon,Rudolf,Indiana,(317) 555-1498,465372,rleon@alumni.rouxacademy.com,2010,2,3.85,Animation,NO,n/a,NO
Wiley,Zane,Illinois,(618) 555-2718,426756,zwiley@alumni.rouxacademy.com,2009,3,2.6,Graphic Design,NO,n/a,YES
Good,Allen,California,(559) 555-7124,918999,agood@alumni.rouxacademy.com,2006,6,2.55,Fine Art and Visual Culture,NO,n/a,NO
Sears,Kendall,Florida,(904) 555-9399,966687,ksears@alumni.rouxacademy.com,2001,11,2.33,Graphic Design,NO,n/a,NO
Molina,Lauren,Texas,(830) 555-5450,665612,lmolina@alumni.rouxacademy.com,2008,4,3.23,Fashion and Textile Design,NO,n/a,NO
Maddox,Karina,Florida,(386) 555-8467,356291,kmaddox@alumni.rouxacademy.com,2004,8,3.71,Animation,NO,n/a,NO
Dudley,Khadijah,Louisiana,(985) 555-9105,610741,kdudley@alumni.rouxacademy.com,2010,2,3.15,Graphic Design,NO,n/a,YES
Oconnor,Wei,Texas,(972) 555-2193,24760,woconnor@alumni.rouxacademy.com,2009,3,2.56,Fine Art and Visual Culture,NO,n/a,YES
Casey,Mendy,California,(510) 555-4326,520374,mcasey@alumni.rouxacademy.com,2007,5,3.88,Fine Art and Visual Culture,NO,n/a,YES
Gould,Halina,California,(415) 555-4075,791471,hgould@alumni.rouxacademy.com,2000,12,2.46,Graphic Design,NO,n/a,NO
Sheppard,Liliana,Kentucky,(859) 555-7993,981252,lsheppard@alumni.rouxacademy.com,2003,9,3.56,Graphic Design,NO,n/a,NO
Vance,Otha,New York,(516) 555-6647,510914,ovance@alumni.rouxacademy.com,2001,11,2.14,Graphic Design,NO,n/a,YES
Lindsey,Christin,Florida,(904) 555-0580,585220,clindsey@alumni.rouxacademy.com,2008,4,3.69,Animation,NO,n/a,YES
Wagner,Leoma,Mississippi,(601) 555-7510,655661,lwagner2@alumni.rouxacademy.com,2003,9,3.59,Photography,NO,n/a,NO
Cooper,Tiffiny,Wyoming,(307) 555-7756,814964,tcooper@alumni.rouxacademy.com,2010,2,2.78,Graphic Design,NO,n/a,NO
Hebert,Oscar,Florida,(813) 555-1856,110752,ohebert@alumni.rouxacademy.com,2007,5,3.7,Fashion and Textile Design,NO,n/a,NO
Stephens,Francis,Washington,(206) 555-0987,349663,fstephens@alumni.rouxacademy.com,2006,6,3.43,Animation,NO,n/a,NO
Cooley,Le,Virginia,(540) 555-2332,359505,lcooley@alumni.rouxacademy.com,2003,9,3.7,Animation,NO,n/a,NO
Austin,Nicky,Michigan,(947) 555-1242,857590,naustin@alumni.rouxacademy.com,2005,7,3.91,Graphic Design,YES,Canada,YES
Calderon,Akiko,Minnesota,(320) 555-7070,915458,acalderon@alumni.rouxacademy.com,2006,6,3.96,Fashion and Textile Design,NO,n/a,NO
Romero,Shirley,Florida,(727) 555-0020,102312,sromero@alumni.rouxacademy.com,2007,5,3.96,Graphic Design,NO,n/a,NO
Stone,Edison,Utah,(385) 555-4557,278281,estone@alumni.rouxacademy.com,2008,4,2.31,Photography,NO,n/a,YES
Emerson,Luis,South Dakota,(605) 555-6187,421637,lemerson@alumni.rouxacademy.com,2003,9,2.68,Graphic Design,NO,n/a,NO
Doyle,Lavinia,Pennsylvania,(267) 555-6259,8495,ldoyle@alumni.rouxacademy.com,2000,12,3.7,Animation,NO,n/a,NO
Watson,Keven,Michigan,(269) 555-4820,472101,kwatson@alumni.rouxacademy.com,2008,4,3.57,Animation,NO,n/a,NO
Foreman,Aura,South Carolina,(864) 555-1784,543600,aforeman@alumni.rouxacademy.com,2003,9,2.7,Photography,NO,n/a,YES
Mcneil,Yuk,Texas,(512) 555-0015,826017,ymcneil@alumni.rouxacademy.com,2009,3,2.21,Fine Art and Visual Culture,NO,n/a,NO
Padilla,Milo,Minnesota,(320) 555-5070,947700,mpadilla@alumni.rouxacademy.com,2008,4,3.48,Photography,NO,n/a,NO
Tucker,Levi,Oregon,(541) 555-0969,927101,ltucker@alumni.rouxacademy.com,2003,9,3.69,Animation,NO,n/a,YES
Palmer,Judith,Massachusetts,(413) 555-0306,842639,jpalmer@alumni.rouxacademy.com,2000,12,2.41,Fashion and Textile Design,NO,n/a,NO
Pruitt,Christina,Texas,(956) 555-1420,338381,cpruitt@alumni.rouxacademy.com,2005,7,3.61,Photography,NO,n/a,NO
Powell,Shirley,Georgia,(912) 555-7568,853585,spowell@alumni.rouxacademy.com,2011,1,3.83,Photography,NO,n/a,NO
Clarke,Sheila,California,(626) 555-0400,459201,sclarke@alumni.rouxacademy.com,2010,2,3.77,Graphic Design,YES,China,NO
Kaufman,Deedee,Mississippi,(769) 555-6275,919338,dkaufman@alumni.rouxacademy.com,2006,6,2.47,Graphic Design,YES,South Africa,YES
Burch,Valencia,Iowa,(563) 555-6926,908665,vburch@alumni.rouxacademy.com,2009,3,2.97,Photography,NO,n/a,YES
Harrington,Cleotilde,North Dakota,(701) 555-8854,501244,charrington2@alumni.rouxacademy.com,2002,10,2.55,Photography,NO,n/a,YES
Hobbs,Emory,California,(747) 555-0351,990059,ehobbs@alumni.rouxacademy.com,2003,9,3.75,Animation,NO,n/a,NO
Hahn,Leda,Minnesota,(320) 555-7265,841069,lhahn@alumni.rouxacademy.com,2007,5,2.83,Fine Art and Visual Culture,NO,n/a,NO
Todd,Donnell,Connecticut,(860) 555-7246,143620,dtodd@alumni.rouxacademy.com,2007,5,2.27,Fine Art and Visual Culture,NO,n/a,NO
Carver,Wendolyn,California,(213) 555-6134,148956,wcarver@alumni.rouxacademy.com,2006,6,2.99,Fashion and Textile Design,NO,n/a,YES
Berry,Shera,Georgia,(912) 555-8259,838805,sberry@alumni.rouxacademy.com,2006,6,3.24,Animation,NO,n/a,NO
Welch,Ayanna,Texas,(469) 555-2411,46805,awelch@alumni.rouxacademy.com,2002,10,2.33,Animation,NO,n/a,NO
George,Jorge,California,(925) 555-7711,928515,jgeorge@alumni.rouxacademy.com,2005,7,2.01,Fashion and Textile Design,NO,n/a,YES
Gomez,Elida,Wyoming,(307) 555-4565,225064,egomez@alumni.rouxacademy.com,2007,5,2,Fine Art and Visual Culture,NO,n/a,YES
Acevedo,Kara,New Mexico,(575) 555-7395,324924,kacevedo@alumni.rouxacademy.com,2007,5,3.77,Animation,NO,n/a,YES
Warner,Renda,Connecticut,(860) 555-1407,740973,rwarner@alumni.rouxacademy.com,2010,2,3.66,Graphic Design,NO,n/a,NO
Downs,Rozanne,Oklahoma,(405) 555-7257,853640,rdowns@alumni.rouxacademy.com,2002,10,2.93,Photography,NO,n/a,YES
Chen,Cuc,Colorado,(303) 555-7562,190833,cchen@alumni.rouxacademy.com,2001,11,2.09,Fine Art and Visual Culture,NO,n/a,YES
Roman,Jacki,Georgia,(404) 555-0736,591178,jroman@alumni.rouxacademy.com,2001,11,3.77,Graphic Design,YES,France,YES
Poole,Jeraldine,Illinois,(872) 555-3242,912328,jpoole@alumni.rouxacademy.com,2009,3,2.9,Photography,NO,n/a,NO
Spears,Sidney,Wisconsin,(534) 555-9589,686596,sspears@alumni.rouxacademy.com,2002,10,2.19,Graphic Design,YES,Lebanon,YES
Farrell,Un,Maryland,(443) 555-9553,877470,ufarrell@alumni.rouxacademy.com,2009,3,3.14,Fashion and Textile Design,YES,Argentina,YES
Calderon,Jayne,Louisiana,(318) 555-7593,785580,jcalderon@alumni.rouxacademy.com,2003,9,3.06,Photography,NO,n/a,NO
Prince,Alexandra,California,(949) 555-2738,568217,aprince@alumni.rouxacademy.com,2004,8,3.13,Fine Art and Visual Culture,NO,n/a,NO
Montoya,Timothy,Texas,(469) 555-7433,942252,tmontoya@alumni.rouxacademy.com,2008,4,2.12,Fashion and Textile Design,NO,n/a,YES
Sims,Sarina,California,(747) 555-1329,659376,ssims@alumni.rouxacademy.com,2010,2,2.9,Fine Art and Visual Culture,NO,n/a,YES
Pugh,Abel,New York,(631) 555-9866,695546,apugh@alumni.rouxacademy.com,2000,12,2.97,Photography,NO,n/a,YES
Mcconnell,Cecilia,Washington D.C.,(202) 555-4290,713549,cmcconnell@alumni.rouxacademy.com,2010,2,3.43,Fine Art and Visual Culture,NO,n/a,NO
Juarez,Ben,Michigan,(810) 555-1016,35077,bjuarez@alumni.rouxacademy.com,2009,3,3.5,Graphic Design,NO,n/a,YES
Patton,Aide,North Carolina,(336) 555-1810,912192,apatton@alumni.rouxacademy.com,2009,3,2.73,Fashion and Textile Design,NO,n/a,YES
Rivera,Daniell,Utah,(385) 555-8476,127352,drivera@alumni.rouxacademy.com,2008,4,2.55,Fashion and Textile Design,NO,n/a,NO
Pruitt,Georgie,Ohio,(440) 555-0431,440339,gpruitt@alumni.rouxacademy.com,2009,3,3.96,Photography,NO,n/a,NO
Singleton,Setsuko,Nevada,(775) 555-9105,5342,ssingleton@alumni.rouxacademy.com,2007,5,2.51,Animation,NO,n/a,NO
